username,name,url_main,url_user,exists,http_status
wstamm_,Wix,https://wix.com/,https://wstamm_.wix.com,Unknown,0.0
wstamm_,Ebay,https://www.ebay.com/,https://www.ebay.com/usr/wstamm_,Unknown,200.0
wstamm_,500px,https://500px.com/,https://500px.com/p/wstamm_,Unknown,200.0
wstamm_,Telegram,https://t.me/,https://t.me/wstamm_,Claimed,200.0
wstamm_,AskFM,https://ask.fm/,https://ask.fm/wstamm_,Unknown,0.0
wstamm_,authorSTREAM,http://www.authorstream.com/,http://www.authorstream.com/author/wstamm_/,Claimed,200.0
wstamm_,Yummly,https://www.yummly.com,https://mapi.yummly.com/mapi/v19/user/wstamm_,Unknown,0.0
wstamm_,LiveLib,https://www.livelib.ru/,https://www.livelib.ru/reader/wstamm_,Claimed,200.0
wstamm_,PyPi,https://pypi.org/,https://pypi.org/user/wstamm_,Unknown,200.0
wstamm_,kofi,https://ko-fi.com,https://ko-fi.com/wstamm_,Claimed,200.0
wstamm_,AdultFriendFinder,https://adultfriendfinder.com,https://adultfriendfinder.com/profile/wstamm_,Claimed,200.0
wstamm_,Warface,https://wf.mail.ru,https://wf.mail.ru/forums/member.php?username=wstamm_,Unknown,0.0
wstamm_,Revelation,https://rev.mail.ru,https://rev.mail.ru/forums/member.php?username=wstamm_,Unknown,0.0
wstamm_,Tanks,https://tanks.mail.ru,https://tanks.mail.ru/forum/member.php?username=wstamm_,Unknown,0.0
wstamm_,PerfectWorldForum,https://pw.mail.ru/,https://pw.mail.ru/forums/member.php?username=wstamm_,Unknown,0.0
wstamm_,PerfectWorld,https://pw.mail.ru,https://pw.mail.ru/member.php?username=wstamm_,Unknown,0.0
wstamm_,Otzovik,https://otzovik.com/,https://otzovik.com/profile/wstamm_,Unknown,0.0
wstamm_,Zoomir.ir,https://www.zoomit.ir,https://www.zoomit.ir/user/wstamm_,Unknown,0.0
wstamm_,ArchiveOfOurOwn,,,Unknown,0.0
wstamm_,HackerNews,https://news.ycombinator.com/,https://news.ycombinator.com/user?id=wstamm_,Unknown,0.0
wstamm_,forum.openoffice.org,https://forum.openoffice.org/en/forum,https://forum.openoffice.org/en/forum/search.php?author=wstamm_,Unknown,0.0
wstamm_,giters.com,,,Unknown,0.0
